task_name,count,pct
keep informed of industry trends and deals.,830.0,0.083
"keep informed on industry news and trends, products, services, competitors, relevant information about legacy, existing, and emerging technologies, and the latest product-line developments.",65.0,0.0065
keep records of client needs and preferences and the services provided.,27.0,0.0026999999999999997
"keep records of customer interactions or transactions, recording details of inquiries, complaints, or comments, as well as actions taken.",288.0,0.0288
keep records of the quantities of food used.,29.0,0.0029
"keep records on individual children, including daily observations and information about activities, meals served, and medications administered.",16.0,0.0015999999999999999
keep students informed of community events such as plays and concerts.,15.0,0.0015
key and program specified commands and engineering specifications into computer system to change functions and test final layout.,67.0,0.0067
key in processing instructions to program electronic equipment.,61.0,0.0060999999999999995
lead tours and answer visitors' questions about the exhibits.,17.0,0.0017
learn about characters in scripts and their relationships to each other to develop role interpretations.,68.0,0.0068
learn about competitors' products or consumers' interests or concerns to answer questions or provide more complete information.,32.0,0.0031999999999999997
listen and provide emotional support and encouragement to psychiatric patients.,71.0,0.0071
"listen to and resolve customer complaints regarding services, products, or personnel.",142.0,0.0142
listen to and resolve customers' complaints regarding products or services.,180.0,0.018000000000000002
"listen to engines, examine vehicle frames, or confer with customers to determine nature and extent of malfunction or damage.",59.0,0.0059
"locate and distribute resources, such as periodicals or curricula, to enhance the effectiveness of educational programs.",154.0,0.0154
"locate and notify customers of delinquent accounts by mail, telephone, or personal visits to solicit payment.",48.0,0.0048000000000000004
locate and obtain existing geographic information databases.,32.0,0.0031999999999999997
"locate and review research articles or environmental, historical, or technical reports.",814.0,0.0814
"locate and secure settings, properties, effects, and other production necessities.",28.0,0.0028
"locate barriers to client employment, such as inaccessible work sites, inflexible schedules, and transportation problems, and work with clients to develop strategies for overcoming these barriers.",206.0,0.0206
"locate files relating to specified design project in database library, load program into computer, and record completed job data.",48.0,0.0048000000000000004
locate guests to appear on talk or interview shows.,54.0,0.005399999999999999
"locate library materials for patrons, including books, periodicals, tape cassettes, braille volumes, and pictures.",490.0,0.049
locate new materials and direct their acquisition and display.,17.0,0.0017
"locate suppliers, using sources such as catalogs and the internet, and interview them to gather information about products to be ordered.",27.0,0.0026999999999999997
locate unusual or unique information in response to specific requests.,17.0,0.0017
"locate vendors of materials, equipment or supplies, and interview them to determine product availability and terms of sales.",170.0,0.017
maintain a current file of examination protocols.,25.0,0.0025
"maintain and administer computer networks and related computing environments including computer hardware, systems software, applications software, and all configurations.",107.0,0.0107
"maintain and review account records, updating and recategorizing them according to status changes.",26.0,0.0026
"maintain and update human resources documents, such as organizational charts, employee handbooks or directories, or performance evaluation forms.",96.0,0.009600000000000001
maintain client databases.,15.0,0.0015
maintain computer equipment used in instruction.,26.0,0.0026
maintain computers in classrooms and laboratories and assist students with hardware and software use.,23.0,0.0023
maintain controlled drug inventory and related log books.,16.0,0.0015999999999999999
"maintain current knowledge of organizational policies and procedures, federal and state policies and directives, and current accounting standards.",254.0,0.0254
"maintain customer records, using automated systems.",74.0,0.0073999999999999995
maintain databases of logistics information.,16.0,0.0015999999999999999
"maintain documentation of compliance activities, such as complaints received or investigation outcomes.",22.0,0.0022
maintain familiarity with aspects of local real estate markets.,85.0,0.0085
"maintain food and equipment inventories, and keep inventory records.",19.0,0.0019000000000000002
"maintain hardware and software, including computers, scanners, color copiers, and color laser printers.",23.0,0.0023
maintain input or data quality of risk management systems.,15.0,0.0015
"maintain knowledge of all organizational and governmental rules affecting purchases, and provide information about these rules to organization staff members and to vendors.",22.0,0.0022
maintain knowledge of current events and trends in such areas as money laundering and criminal tools and techniques.,44.0,0.0044
maintain knowledge of first-aid procedures.,30.0,0.003
"maintain knowledge of real estate law, local economies, fair housing laws, types of available mortgages, financing options, and government programs.",40.0,0.004
maintain knowledge of relevant national and international current events.,97.0,0.0097
"maintain knowledge of tax code changes, and of accounting procedures and theory to properly evaluate financial information.",115.0,0.0115
"maintain library of model documents, templates, or other reusable knowledge assets.",67.0,0.0067
"maintain networks by performing activities such as file addition, deletion, or backup.",232.0,0.0232
"maintain or coordinate the maintenance of network peripherals, such as printers.",25.0,0.0025
maintain or modify all financial analytic models in use.,86.0,0.0086
maintain or modify existing geographic information systems (gis) databases.,36.0,0.0036
"maintain or repair plumbing by replacing defective washers, replacing or mending broken pipes, or opening clogged drains.",113.0,0.0113
"maintain portfolios of artistic work to demonstrate styles, interests, and abilities.",56.0,0.0056
"maintain portfolios of marketing campaigns, strategies, and other marketing products or ideas.",23.0,0.0023
maintain quality of pool water by testing chemical levels.,36.0,0.0036
"maintain records and compile statistical reports concerning personnel-related data such as hires, transfers, performance appraisals, and absenteeism rates.",19.0,0.0019000000000000002
maintain records and files of work and revisions.,28.0,0.0028
"maintain records of sales, rental or usage activity, special permits issued, maintenance and operating costs, or property availability.",103.0,0.0103
maintain records of services provided and the effects of advice given.,60.0,0.006
"maintain records of students' assessment results, progress, feedback, or school performance, ensuring confidentiality of all records.",40.0,0.004
maintain regularly scheduled office hours to advise and assist students.,90.0,0.009000000000000001
maintain sales forecasting reports.,38.0,0.0038000000000000004
"maintain talent files that include information such as performers' specialties, past performances, and availability.",42.0,0.0042
maintain technical project files.,43.0,0.0043
"maintain understanding of current web technologies or programming practices through continuing education, reading, or participation in professional conferences, workshops, or groups.",915.0,0.0915
"make adjustments or minor repairs, such as tightening leaking gland and pipe joints.",28.0,0.0028
"make and confirm reservations for transportation and accommodations, using telephones, faxes, mail, and computers.",62.0,0.006200000000000001
make and confirm reservations.,19.0,0.0019000000000000002
"make clinical recommendations to physicians, other health care providers, insurance companies, patients, or health care organizations.",19.0,0.0019000000000000002
"make computations relating to load requirements of wiring or equipment, using algebraic expressions and standard formulas.",16.0,0.0015999999999999999
make diagnoses when different illnesses occur together or in situations where the diagnosis may be obscure.,16.0,0.0015999999999999999
make manuscript acceptance or revision recommendations to the publisher.,81.0,0.0081
"make minor repairs using basic hand or power tools and materials, such as glass, lumber, and drywall.",24.0,0.0024000000000000002
make promotional appearances at public or private events to represent their employers.,27.0,0.0026999999999999997
"make reservations for patrons, such as for dinner, spa treatments, or golf tee times, and obtain tickets to special events.",51.0,0.0051
make tentative diagnoses and decisions about management and treatment of patients.,25.0,0.0025
make travel arrangements for executives.,36.0,0.0036
make travel arrangements for sightseeing or other tours.,17.0,0.0017
"manage and oversee operations, maintenance, administration, and improvement of commercial, industrial, or residential properties.",239.0,0.0239
"manage budgets and direct case service allocations, authorizing expenditures and payments.",24.0,0.0024000000000000002
"manage client portfolios, keeping client plans up-to-date.",306.0,0.030600000000000002
manage leasing of facility space.,18.0,0.0018
manage newborn care during the first weeks of life.,76.0,0.007600000000000001
"manage or operate real estate offices, handling associated business details.",25.0,0.0025
"manage security programs designed to protect personnel, facilities, and information.",29.0,0.0029
manage timely flow of business intelligence information to users.,30.0,0.003
manage user access to systems and equipment through account management and password administration.,244.0,0.024399999999999998
"manipulate and enhance scanned or digital images to create desired effects, using computers and specialized software.",787.0,0.0787
"manipulate publicly accessible, commercial, or proprietary genomic, proteomic, or post-genomic databases.",67.0,0.0067
"map data between source systems, data warehouses, and data marts.",102.0,0.0102
"mark copy to indicate and correct errors in type, arrangement, grammar, punctuation, or spelling, using standard printers' marks.",526.0,0.0526
"mark up, paste, and complete layouts and write typography instructions to prepare materials for typesetting or printing.",105.0,0.0105
"market bank products to individuals and firms, promoting bank services that may meet customers' needs.",56.0,0.0056
market or promote the casino to bring in business.,20.0,0.002
"market vacant space to prospective tenants through leasing agents, advertising, or other methods.",32.0,0.0031999999999999997
match students' needs and eligibility with available financial aid programs to provide informed recommendations.,28.0,0.0028
"measure amount of body fat, using such equipment as hydrostatic scale, skinfold calipers, or tape measures.",38.0,0.0038000000000000004
measure and analyze system performance and operating parameters to assess operating condition of systems or equipment.,209.0,0.020900000000000002
measure and analyze web site usage data to maximize search engine returns or refine customer interfaces.,24.0,0.0024000000000000002
"measure and mark surfaces to lay out work, according to blueprints or drawings, using tape measures, straightedges or squares, and marking devices.",19.0,0.0019000000000000002
"measure completed workpieces to verify conformance to specifications, using micrometers, gauges, calipers, templates, or rulers.",27.0,0.0026999999999999997
"measure dimensions of finished workpieces to ensure conformance to specifications, using precision measuring instruments, templates, and fixtures.",22.0,0.0022
"measure dimensions of products to verify conformance to specifications, using measuring instruments such as rulers, calipers, gauges, or micrometers.",53.0,0.0053
measure ingredients required for specific food items being prepared.,194.0,0.0194
"measure or weigh flour or other ingredients to prepare batters, doughs, fillings, or icings, using scales or graduated containers.",46.0,0.0046
"measure or weigh materials, using rulers, calculators, and scales.",20.0,0.002
"measure parts to determine tolerances, using precision measuring instruments such as micrometers, calipers, and verniers.",59.0,0.0059
"measure parts to verify specified dimensions or settings, such as camera shutter speed or light meter reading accuracy, using measuring instruments.",23.0,0.0023
"measure the effectiveness of marketing, advertising, and communications programs and strategies.",499.0,0.0499
"measure velocity, horsepower, revolutions per minute (rpm), amperage, circuitry, and voltage of units or parts to diagnose problems, using ammeters, voltmeters, wattmeters, and other testing devices.",63.0,0.0063
"mediate between benefits providers and employees, such as by assisting in handling employees' benefits-related questions or taking suggestions.",50.0,0.005
"meet with clients to negotiate management and service contracts, determine priorities, and discuss the financial and operational status of properties.",18.0,0.0018
meet with clients to review or discuss architectural drawings.,17.0,0.0017
"meet with clients to schedule and plan details of conventions, banquets, receptions and other functions.",15.0,0.0015
"meet with clients' other advisors, such as attorneys, accountants, trust officers, or investment bankers, to fully understand clients' financial goals and circumstances.",15.0,0.0015
meet with parents and guardians to discuss their children's progress and to determine priorities for their children and their resource needs.,35.0,0.0034999999999999996
meet with parents and guardians to discuss their children's progress and to determine their priorities for their children and their resource needs.,30.0,0.003
"meet with prospective tenants to show properties, explain terms of occupancy, and provide information about local areas.",71.0,0.0071
"mix ingredients, such as liquor, soda, water, sugar, and bitters, to prepare cocktails and other drinks.",87.0,0.0087
modify and customize commercial programs for internal needs.,781.0,0.0781
"modify computer security files to incorporate new software, correct errors, or change individual access status.",27.0,0.0026999999999999997
modify existing databases and database management systems or direct programmers and analysts to make changes.,1990.0,0.199
modify existing programs to enhance efficiency.,1150.0,0.11499999999999999
"modify existing software to correct errors, allow it to adapt to new hardware, or to improve its performance.",41586.0,4.1586
"modify existing software to correct errors, to adapt it to new hardware, or to upgrade interfaces and improve performance.",18216.0,1.8215999999999999
"modify or control biological systems to replace, augment, or sustain chemical or mechanical processes.",27.0,0.0026999999999999997
modify patient treatment plans as indicated by patients' responses and conditions.,21.0,0.0021
modify treatment plans according to changes in client status.,47.0,0.004699999999999999
modify treatment plans to comply with changes in client status.,79.0,0.007899999999999999
modify treatment plans to comply with changes in clients' status.,94.0,0.009399999999999999
"modify, maintain, and repair electronics equipment and systems to ensure that they function properly.",537.0,0.053700000000000005
"modify, update, and process existing policies and claims to reflect any change in beneficiary, amount of coverage, or type of insurance.",20.0,0.002
monitor and analyze energy consumption.,31.0,0.0031000000000000003
"monitor and analyze network performance and data input/output reports to detect problems, identify inefficient use of computer resources, or perform capacity planning.",87.0,0.0087
monitor and analyze sales promotion results to determine cost effectiveness of promotion campaigns.,1152.0,0.1152
"monitor and analyze sales records, trends, or economic conditions to anticipate consumer buying patterns and determine what the company will sell and how much inventory is needed.",27.0,0.0026999999999999997
monitor and control temperature of products.,26.0,0.0026
monitor and follow applicable laws and regulations.,24.0,0.0024000000000000002
monitor bug resolution efforts and track successes.,79.0,0.007899999999999999
"monitor changes affecting supply and demand, tracking market conditions, price trends, or futures markets.",301.0,0.0301
monitor clients' use of medications.,15.0,0.0015
monitor current reports of computer viruses to determine when to update virus protection systems.,20.0,0.002
"monitor database performance and perform any necessary maintenance, upgrades, or repairs.",1450.0,0.145
monitor equipment to ensure proper operation.,43.0,0.0043
"monitor event activities to ensure compliance with applicable regulations and laws, satisfaction of participants, and resolution of any problems that arise.",202.0,0.0202
"monitor events, trends, and other circumstances, research specific subject areas, attend art exhibitions, and read art publications to develop ideas and keep current on art world activities.",223.0,0.0223
"monitor fetal development by listening to fetal heartbeat, taking external uterine measurements, identifying fetal position, or estimating fetal size and weight.",15.0,0.0015
"monitor fetal growth and well-being through heartbeat detection, body measurement, and palpation.",16.0,0.0015999999999999999
monitor financial market trends to ensure that client plans are responsive.,317.0,0.0317
monitor financial or operational performance of individual investments to ensure portfolios meet risk goals.,452.0,0.0452
"monitor fundamental economic, industrial, and corporate developments by analyzing information from financial publications and services, investment banking firms, government agencies, trade publications, company sources, or personal interviews.",237.0,0.0237
"monitor how the wind, heat, or cold affect the curing of the concrete throughout the entire process.",75.0,0.0075
monitor industry statistics and follow trends in trade literature.,37.0,0.0036999999999999997
"monitor industry websites or publications for information about patches, releases, viruses, or potential problem identification.",129.0,0.012899999999999998
monitor insurance claims to ensure they are settled equitably for both the client and the insurer.,22.0,0.0022
"monitor market conditions, product innovations, and competitors' products, prices, and sales.",75.0,0.0075
monitor markets or positions.,153.0,0.015300000000000001
"monitor network performance to determine whether adjustments need to be made, and to determine where changes will need to be made in the future.",71.0,0.0071
"monitor nutrition of children, elderly, or other high-risk groups.",40.0,0.004
monitor or track project milestones and deliverables.,35.0,0.0034999999999999996
monitor patients' conditions and progress and reevaluate treatments as necessary.,35.0,0.0034999999999999996
monitor patients' medication usage and results.,35.0,0.0034999999999999996
monitor patients' progress and adjust treatments accordingly.,58.0,0.0058
"monitor project activities to ensure that instructions are followed, deadlines are met, and schedules are maintained.",21.0,0.0021
monitor sales activities to ensure that customers receive satisfactory service and quality goods.,33.0,0.0033000000000000004
monitor sales staff performance to ensure that goals are met.,36.0,0.0036
monitor security system performance logs to identify problems and notify security specialists when problems occur.,47.0,0.004699999999999999
monitor students' progress and provide students and teachers with assistance in resolving any problems.,26.0,0.0026
monitor supplier performance to assess ability to meet quality and delivery requirements.,42.0,0.0042
"monitor systems for intrusions or denial of service attacks, and report security breaches to appropriate personnel.",142.0,0.0142
monitor the flow of energy in response to changes in consumer demand.,18.0,0.0018
monitor the revenue activity of the hotel or facility.,17.0,0.0017
monitor use of data files and regulate access to safeguard information in computer files.,42.0,0.0042
"monitor work of contractors and subcontractors to ensure projects conform to plans, specifications, schedules, or budgets.",28.0,0.0028
"monitor, evaluate, and record client progress according to measurable goals described in treatment and care plan.",17.0,0.0017
"monitor, evaluate, and record client progress with respect to treatment goals.",78.0,0.0078
"monitor, record, and report symptoms or changes in patients' conditions.",17.0,0.0017
narrate presentations and productions.,201.0,0.0201
negotiate details of contracts and payments.,20.0,0.002
negotiate prices or terms of sales or service agreements.,33.0,0.0033000000000000004
"negotiate the sale, lease, or development of property and complete or review appropriate documents and forms.",123.0,0.0123
"negotiate, renegotiate, and administer contracts with suppliers, vendors, and other representatives.",52.0,0.0052
none,42922.0,4.2922
not_classified,27364.0,2.7363999999999997
notify supervisor or computer maintenance technicians of equipment malfunctions.,35.0,0.0034999999999999996
"observe action of microorganisms upon living tissues of plants, higher animals, and other microorganisms, and on dead organic matter.",45.0,0.0045000000000000005
"observe and document client reactions, progress, or other outcomes related to art therapy.",27.0,0.0026999999999999997
"observe and evaluate children's performance, behavior, social development, and physical health.",15.0,0.0015
"observe and evaluate students' performance, behavior, social development, and physical health.",31.0,0.0031000000000000003
observe and evaluate students' work to determine progress and make suggestions for improvement.,326.0,0.032600000000000004
"observe and evaluate students' work to determine progress, provide feedback, and make suggestions for improvement.",1654.0,0.16540000000000002
"observe and provide feedback on instructional techniques, presentation methods, or instructional aids.",60.0,0.006
"observe and report on social, economic, and political trends that might affect employers.",30.0,0.003
"observe children's behavior for irregularities, take temperature, transport children to doctor, or administer medications, as directed, to maintain children's health.",47.0,0.004699999999999999
observe clients' food selections and recommend alternate economical and nutritional food choices.,79.0,0.007899999999999999
"observe color of products being baked and adjust oven temperatures, humidity, or conveyor speeds accordingly.",17.0,0.0017
"observe or examine patients to detect symptoms that may require medical attention, such as bruises, open wounds, or blood in urine.",23.0,0.0023
"observe patients' attendance, progress, attitudes, and accomplishments and record and maintain information in client records.",58.0,0.0058
"observe students' performance, and record relevant data to assess progress.",20.0,0.002
"observe teaching methods and examine learning materials to evaluate and standardize curricula and teaching techniques, and to determine areas where improvement is needed.",85.0,0.0085
"observe, analyze, and record patients' participation, reactions, and progress during treatment sessions, modifying treatment programs as needed.",22.0,0.0022
obtain agreements from property owners to place properties for sale with real estate firms.,35.0,0.0034999999999999996
"obtain and analyze information on suspects, crimes, or disturbances to solve cases, to identify criminal activity, or to gather information for court cases.",61.0,0.0060999999999999995
"obtain and assemble data to complete architectural designs, visiting job sites to compile measurements as necessary.",17.0,0.0017
"obtain and compile copies of loan applicants' credit histories, corporate financial statements, and other financial information.",24.0,0.0024000000000000002
"obtain and distribute costumes, props, music, and studio equipment needed to complete productions.",23.0,0.0023
"obtain and distribute updated information regarding domestic or international laws, guidelines, or standards.",52.0,0.0052
"obtain and evaluate information on factors such as reporting formats required, costs, and security needs to determine hardware configuration.",25.0,0.0025
"obtain and study information about clients' products, needs, problems, advertising history, and business practices to offer effective sales presentations and appropriate product assistance.",109.0,0.0109
obtain credit information about prospective customers.,16.0,0.0015999999999999999
obtain credit information from banks and other credit services.,18.0,0.0018
obtain information about customer needs or preferences by conferring with sales or purchasing personnel.,35.0,0.0034999999999999996
obtain medical records from previous physicians or other health care providers for the purpose of patient evaluation.,25.0,0.0025
"obtain, organize, or develop training procedure manuals, guides, or course materials, such as handouts or visual materials.",127.0,0.0127
offer advice on the purchase or sale of particular securities.,762.0,0.0762
offer counsel and comfort to bereaved families or friends.,35.0,0.0034999999999999996
offer specific training programs to help workers maintain or improve job skills.,31.0,0.0031000000000000003
"open, sort, and distribute incoming correspondence, including faxes and email.",18.0,0.0018
operate and maintain audio-visual equipment.,19.0,0.0019000000000000002
operate car washes.,101.0,0.0101
"operate computers programmed with accounting software to record, store, and analyze information.",95.0,0.0095
"operate desktop publishing software and equipment to design, lay out, and produce camera-ready copy.",664.0,0.0664
operate equipment to demonstrate proper use or to analyze malfunctions.,25.0,0.0025
"operate office equipment, such as voice mail messaging systems, and use word processing, spreadsheet, or other software applications to prepare reports, invoices, financial statements, letters, case histories, or medical records.",46.0,0.0046
"operate office machines, such as photocopiers and scanners, facsimile machines, voice mail systems, and personal computers.",230.0,0.023
operate spreadsheet programs and other types of software to load and manipulate data and to produce reports.,117.0,0.0117
"operate testing equipment, such as heat stress meters, octave band analyzers, motion analysis equipment, inclinometers, light meters, velometers, sling psychrometers, or colormetric detection tubes.",75.0,0.0075
"operate typing, adding, calculating, or billing machines.",17.0,0.0017
"operate ultrasound equipment to produce and record images of the motion, shape, and composition of blood, organs, tissues, or bodily masses, such as fluid accumulations.",39.0,0.0039
"operate underwater video, sonar, recording, or related equipment to investigate underwater structures or marine life.",20.0,0.002
"optimize digital assets, such as text, graphics, or multimedia assets, for search engine optimization (seo) or for display and usability on internet-connected devices.",53.0,0.0053
optimize shopping cart experience or web site conversion rates against key performance indicators (kpis).,199.0,0.0199
optimize web site exposure by analyzing search engine patterns to direct online placement of keywords or other content.,95.0,0.0095
order or purchase merchandise to maintain optimal inventory levels.,15.0,0.0015
"order, interpret, and evaluate diagnostic tests to identify and assess patient's condition.",29.0,0.0029
"order, perform, and interpret tests and analyze records, reports, and examination information to diagnose patients' condition.",17.0,0.0017
"organize and conduct age-appropriate recreational activities, such as games, arts and crafts, sports, walks, and play dates.",17.0,0.0017
organize and label materials and display students' work.,65.0,0.0065
"organize and lead activities designed to promote physical, mental, and social development, such as games, arts and crafts, music, and storytelling.",39.0,0.0039
"organize and lead activities designed to promote physical, mental, and social development, such as games, arts and crafts, music, storytelling, and field trips.",36.0,0.0036
organize and lead regular religious services.,25.0,0.0025
"organize and maintain law libraries, documents, and case files.",29.0,0.0029
organize and string together raw footage into a continuous whole according to scripts or the instructions of directors and producers.,93.0,0.0093
"organize and work with detailed office or warehouse records, maintaining files for each policyholder, including policies that are to be reinstated or cancelled.",16.0,0.0015999999999999999
organize archival records and develop classification systems to facilitate access to archival materials.,17.0,0.0017
"organize collections of books, publications, documents, audio-visual aids, and other reference materials for convenient access.",21.0,0.0021
"organize information for publication and for other means of dissemination, such as use in cd-roms or internet sites.",3235.0,0.3235
"organize material and complete writing assignment according to set standards regarding order, clarity, conciseness, style, and terminology.",1264.0,0.12639999999999998
"organize or engage in interfaith, community, civic, educational, or recreational activities sponsored by or related to religious programs.",38.0,0.0038000000000000004
organize production and design of curriculum materials.,76.0,0.007600000000000001
organize public exhibits and displays to promote public awareness of diverse and distinctive cultural traditions.,62.0,0.006200000000000001
"organize team information, such as statistics and tournament records, to ensure accessibility for use during events.",17.0,0.0017
"organize, develop, analyze, test, and prepare special meals such as low-fat, low-cholesterol and chemical-free meals.",21.0,0.0021
"organize, lead, and promote interest in recreational activities, such as arts, crafts, sports, games, camping, and hobbies.",48.0,0.0048000000000000004
"oversee publication production, including artwork, layout, computer typesetting, and printing, ensuring adherence to deadlines and budget requirements.",22.0,0.0022
oversee the flow of cash or financial instruments.,29.0,0.0029
"participate in all levels of bioproduct development, including proposing new products, performing market analyses, designing and performing experiments, and collaborating with operations and quality control teams during product launches.",110.0,0.011000000000000001
"participate in campus and community events, such as giving presentations to the public.",59.0,0.0059
participate in campus and community events.,30.0,0.003
"participate in cultural and literary activities, such as traveling abroad and attending performing arts events.",15.0,0.0015
"participate in job development and placement programs, contacting prospective employers, placing clients in jobs, and evaluating the success of placements.",18.0,0.0018
participate in mediation and dispute resolution.,16.0,0.0015999999999999999
"participate in student recruitment, registration, and placement activities.",73.0,0.0073
"participate in student recruitment, selection, and admission, making admissions recommendations when required to do so.",19.0,0.0019000000000000002
"participate in the administration of municipal elections, such as preparation or distribution of ballots, appointment or training of election officers, or tabulation or certification of results.",55.0,0.0055000000000000005
participate in the development of product specifications.,29.0,0.0029
participate in the development of study protocols including guidelines for administration or data collection procedures.,33.0,0.0033000000000000004
participate in the development or implementation of online marketing strategy.,16.0,0.0015999999999999999
"participate in the hiring process by reviewing credentials, conducting interviews, or making hiring decisions or recommendations.",103.0,0.0103
"participate in the inspection, grading, sorting, storage, and post-harvest treatment of crops.",37.0,0.0036999999999999997
participate in the preparation of reports or scientific publications.,20.0,0.002
"participate in the recruitment of employees through job fairs, career days, or advertising plans.",37.0,0.0036999999999999997
"participate in the research, development, or manufacturing of medicinal and pharmaceutical preparations.",56.0,0.0056
participate in the work of subordinates to facilitate productivity or to overcome difficult aspects of work.,1755.0,0.17550000000000002
"perform a variety of clerical and office tasks, such as handling incoming and outgoing mail, completing and submitting insurance claims, typing, filing, and operating office machines.",24.0,0.0024000000000000002
"perform a variety of duties as requested by client, such as obtaining household supplies or running errands.",15.0,0.0015
"perform a variety of office, clerical, or accounting duties, such as reception, billing, bookkeeping, or selling products.",18.0,0.0018
"perform accounting and bookkeeping activities, such as invoicing, maintaining financial records, budgeting, and handling cash.",30.0,0.003
"perform accounting duties, such as bookkeeping, billing customers for services, or maintaining inventories.",15.0,0.0015
"perform accounting duties, such as recording daily cash flow, preparing bank deposits, or generating financial statements.",19.0,0.0019000000000000002
perform administrative duties such as serving as department head.,114.0,0.0114
"perform administrative duties, such as compiling and maintaining records, completing forms, preparing reports, or composing correspondence.",41.0,0.0041
"perform administrative duties, such as preparing sales budgets and reports, keeping sales records, and filing expense account reports.",127.0,0.0127
"perform administrative or business management tasks, such as scheduling appointments, accepting payments from clients, budgeting, or maintaining business records.",26.0,0.0026
"perform administrative support tasks, such as proofreading, transcribing handwritten information, or operating calculators or computers to work with pay records, invoices, balance sheets, or other documents.",36.0,0.0036
"perform administrative tasks such as applying for grants, developing budgets, negotiating contracts, and designing and printing programs and other promotional materials.",460.0,0.046
"perform administrative tasks, such as accepting orders, scheduling appointments or meeting rooms, or sending and receiving faxes.",35.0,0.0034999999999999996
"perform bookkeeping duties, such as credits or collections, preparing and sending financial statements or bills, and keeping financial records.",21.0,0.0021
"perform business management duties, such as maintaining records or files, preparing reports, or ordering supplies or equipment.",52.0,0.0052
"perform clerical duties such as composing, typing and proofreading documents, scheduling appointments and meetings, handling mail and posting public notices.",45.0,0.0045000000000000005
"perform clerical duties such as typing, proofreading, and sorting mail.",119.0,0.0119
"perform clerical duties, such as taking inventory, ordering supplies, answering telephone, taking messages, or filling out forms.",15.0,0.0015
"perform clerical tasks, such as answering phones or distributing mail.",51.0,0.0051
"perform clerical tasks, such as typing, filing, and microfilm photography.",17.0,0.0017
"perform complex calculations as part of the analysis and evaluation of data, using computers.",93.0,0.0093
"perform computer programming, data analysis, or software development for geographic information systems (gis) applications, including the maintenance of existing systems or research and development for future enhancements.",72.0,0.0072
"perform cost-benefit analyses to compare operating programs, review financial requests, or explore alternative financing methods.",26.0,0.0026
perform data backups and disaster recovery operations.,67.0,0.0067
"perform database verifications, using computers.",54.0,0.005399999999999999
"perform experiments and computer modeling to study the nature, structure, and physical and chemical properties of metals and their alloys, and their responses to applied forces.",210.0,0.021
"perform financial calculations, such as amounts due, interest charges, balances, discounts, equity, and principal.",354.0,0.0354
"perform general administrative tasks, such as keeping records or writing reports.",133.0,0.013300000000000001
"perform general office duties, such as answering telephones, taking dictation, or completing insurance forms.",18.0,0.0018
"perform general office duties, such as filing, answering telephones, and handling routine correspondence.",21.0,0.0021
"perform general office duties, such as ordering supplies, maintaining records management database systems, and performing basic bookkeeping work.",30.0,0.003
"perform general office duties, such as taking or transcribing dictation, typing or proofreading correspondence, distributing or filing official forms, or scheduling appointments.",23.0,0.0023
"perform geospatial data building, modeling, or analysis, using advanced spatial analysis, data manipulation, or cartography software.",53.0,0.0053
"perform humorous and serious interpretations of emotions, actions, and situations, using body movements, facial expressions, and gestures.",71.0,0.0071
"perform initial debugging procedures by reviewing configuration files, logs, or code pieces to determine breakdown source.",1571.0,0.1571
"perform laboratory procedures following protocols including deoxyribonucleic acid (dna) sequencing, cloning and extraction, ribonucleic acid (rna) purification, or gel electrophoresis.",28.0,0.0028
"perform laboratory tests on blood, urine, or feces, such as urinalyses or blood counts, to assist in the diagnosis and treatment of animal health problems.",18.0,0.0018
perform marketing and advertising services.,20.0,0.002
perform narration of productions or present announcements.,23.0,0.0023
perform needs assessments or consult with clients to determine the types of research and information required.,86.0,0.0086
"perform ongoing hardware and software maintenance operations, including installing or upgrading hardware or software.",186.0,0.0186
"perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt to new requirements.",729.0,0.0729
"perform or evaluate research, such as detailed company or industry analyses, to inform financial forecasting, decision making, or valuation.",207.0,0.0207
"perform or interpret the outcomes of diagnostic imaging procedures including magnetic resonance imaging (mri), computer tomography (ct), positron emission tomography (pet), nuclear cardiology treadmill studies, mammography, or ultrasound.",59.0,0.0059
"perform other clerical duties such as answering telephone, sorting and distributing mail, running errands or sending faxes.",23.0,0.0023
"perform payroll functions, such as maintaining timekeeping information and processing and submitting payroll.",16.0,0.0015999999999999999
"perform quality control audits to ensure accuracy, completeness, or proper usage of clinical systems and data.",15.0,0.0015
perform risk analyses so that appropriate countermeasures can be developed.,39.0,0.0039
perform risk assessments and execute tests of data processing system to ensure functioning of data processing activities and security measures.,280.0,0.027999999999999997
"perform routine and scheduled maintenance services, such as oil changes, lubrications, and tune-ups.",33.0,0.0033000000000000004
"perform routine system administrative functions such as troubleshooting, back-ups, and upgrades.",14451.0,1.4451
"perform searches for qualified job candidates, using sources such as computer databases, networking, internet recruiting resources, media advertisements, job fairs, recruiting firms, or employee referrals.",138.0,0.0138
perform securities valuation or pricing.,37.0,0.0036999999999999997
perform security analyses of developed or packaged software components.,759.0,0.0759
"perform statistical analyses, such as social network pattern analysis, network modeling, discrete event simulation, agent-based modeling, statistical natural language processing, computational sociology, mathematical optimization, or systems dynamics.",17.0,0.0017
"perform system analysis, data analysis or programming, using a variety of computer languages and procedures.",87.0,0.0087
"perform various administrative tasks, such as typing documents or answering telephone calls.",105.0,0.0105
