styrk08,platform,date_start,soc,task_name,pct,n_classified,directive_share,feedback_loop_share,task_iteration_share,validation_share,learning_share
1345,claude_ai,2026-02-05,11-9032,"evaluate curricula, teaching methods, and programs to determine their effectiveness, efficiency, and utilization, and to ensure that school activities comply with federal, state, and local regulations.",0.0231,223.0,0.3767,0.0,0.278,0.2242,0.1211
1345,claude_ai,2026-02-05,11-9033,"provide assistance to faculty and staff in duties such as teaching classes, conducting orientation programs, issuing transcripts, and scheduling events.",0.0179,158.0,0.5443,0.0,0.4557,0.0,0.0
1345,claude_ai,2026-02-05,11-9032,"write articles, manuals, and other publications, and assist in the distribution of promotional literature about facilities and programs.",0.0098,96.0,0.4167,0.0,0.5833,0.0,0.0
1345,claude_ai,2026-02-05,11-9033,formulate strategic plans for the institution.,0.009,83.0,0.6265,0.0,0.3735,0.0,0.0
1345,claude_ai,2026-02-05,11-9032,"observe teaching methods and examine learning materials to evaluate and standardize curricula and teaching techniques, and to determine areas where improvement is needed.",0.0085,76.0,0.3684,0.0,0.3158,0.3158,0.0
1345,claude_ai,2026-02-05,11-9032,coordinate and direct extracurricular activities and programs such as after-school events and athletic contests.,0.0083,74.0,0.3108,0.0,0.6892,0.0,0.0
1345,claude_ai,2026-02-05,11-9039,"communicate to faculty, students, or other users availability of, or changes to, distance learning courses or materials, programs, services, or applications.",0.0065,53.0,0.5849,0.0,0.4151,0.0,0.0
1345,claude_ai,2026-02-05,11-9032,"develop partnerships with businesses, communities, and other organizations to help meet identified educational needs and to provide school-to-work programs.",0.006,54.0,0.4074,0.0,0.5926,0.0,0.0
1345,claude_ai,2026-02-05,11-9033,"develop curricula, and recommend curricula revisions and additions.",0.0056,53.0,0.6415,0.0,0.3585,0.0,0.0
1345,claude_ai,2026-02-05,11-9033,"promote the university by participating in community, state, and national events or meetings, and by developing partnerships with industry and secondary education institutions.",0.0046,41.0,0.4634,0.0,0.5366,0.0,0.0
1346,claude_ai,2026-02-05,11-3031,develop or analyze information to assess the current or future financial status of firms.,0.0683,679.0,0.4197,0.0339,0.2592,0.081,0.2062
1346,claude_ai,2026-02-05,11-3031,"maintain current knowledge of organizational policies and procedures, federal and state policies and directives, and current accounting standards.",0.0254,250.0,0.132,0.0,0.06,0.124,0.684
1346,claude_ai,2026-02-05,11-1021,"review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",0.0243,223.0,0.4305,0.0,0.3274,0.1076,0.1345
1346,claude_ai,2026-02-05,11-1021,"develop or implement product-marketing strategies, including advertising campaigns or sales promotions.",0.0207,185.0,0.4324,0.0,0.4541,0.0,0.1135
1346,claude_ai,2026-02-05,11-3031,analyze and classify risks and investments to determine their potential impacts on companies.,0.0146,139.0,0.3022,0.0,0.2806,0.1223,0.295
1346,claude_ai,2026-02-05,11-3031,review reports of securities transactions or price lists to analyze market conditions.,0.0115,100.0,0.57,0.0,0.17,0.0,0.26
1346,claude_ai,2026-02-05,11-3031,"analyze the financial details of past, present, and expected operations to identify development opportunities and areas where improvement is needed.",0.0104,89.0,0.3933,0.0,0.4045,0.0,0.2022
1346,claude_ai,2026-02-05,11-3031,"prepare or direct preparation of financial statements, business activity reports, financial position forecasts, annual budgets, or reports required by regulatory agencies.",0.0063,53.0,0.5283,0.0,0.4717,0.0,0.0
1346,claude_ai,2026-02-05,11-3031,"plan, direct, and coordinate risk and insurance programs of establishments to control risks and losses.",0.0049,20.0,0.0,0.0,1.0,0.0,0.0
1346,claude_ai,2026-02-05,11-3031,"examine, evaluate, or process loan applications.",0.0047,37.0,0.5676,0.0,0.4324,0.0,0.0
1346,claude_ai,2026-02-05,11-3031,"advise management on short-term and long-term financial objectives, policies, and actions.",0.0039,18.0,0.0,0.0,1.0,0.0,0.0
1346,claude_ai,2026-02-05,11-3031,recruit staff members.,0.0036,20.0,1.0,0.0,0.0,0.0,0.0
1349,claude_ai,2026-02-05,11-9199,"present investment information, such as product risks, fees, or fund performance statistics.",0.2792,2763.0,0.3985,0.0163,0.135,0.042,0.4083
1349,claude_ai,2026-02-05,11-9199,"identify, investigate, or resolve security breaches.",0.134,1188.0,0.2155,0.3249,0.0749,0.1044,0.2803
1349,claude_ai,2026-02-05,11-9199,monitor financial or operational performance of individual investments to ensure portfolios meet risk goals.,0.0452,449.0,0.3519,0.1114,0.2272,0.1225,0.1871
1349,claude_ai,2026-02-05,11-9199,"evaluate the potential of new product developments or market opportunities, according to factors such as business plans, technologies, or market potential.",0.0362,339.0,0.3245,0.0,0.3304,0.1357,0.2094
1349,claude_ai,2026-02-05,11-9199,"develop or manage integrated security controls to ensure confidentiality, accountability, recoverability, or audit ability of sensitive information, proprietary information, or information technology resources.",0.0255,238.0,0.2395,0.0756,0.2437,0.0,0.4412
1349,claude_ai,2026-02-05,11-9199,"perform or evaluate research, such as detailed company or industry analyses, to inform financial forecasting, decision making, or valuation.",0.0207,187.0,0.5294,0.0,0.2406,0.0,0.2299
1349,claude_ai,2026-02-05,11-9199,"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",0.0205,198.0,0.2374,0.202,0.1313,0.1263,0.303
1349,claude_ai,2026-02-05,11-9199,assess risks to mitigate potential consequences of incidents and develop a plan to respond to incidents.,0.0182,172.0,0.2907,0.0,0.3488,0.1919,0.1686
1349,claude_ai,2026-02-05,11-9199,develop or implement fund investment policies or strategies.,0.0178,159.0,0.3208,0.0,0.4277,0.0,0.2516
1349,claude_ai,2026-02-05,11-9199,identify potential for loss and develop strategies to eliminate it.,0.0177,165.0,0.4,0.0,0.2909,0.1273,0.1818
1349,claude_ai,2026-02-05,11-9199,select specific investments or investment mixes for purchase by an investment fund.,0.0177,147.0,0.517,0.0,0.483,0.0,0.0
1349,claude_ai,2026-02-05,11-9199,review materials such as marketing literature or user manuals to ensure that regulatory agency requirements are met.,0.0115,115.0,0.2087,0.0,0.3391,0.1739,0.2783
1349,claude_ai,2026-02-05,11-9199,"write or review security-related documents, such as incident reports, proposals, and tactical or strategic initiatives.",0.0112,87.0,0.5632,0.0,0.4368,0.0,0.0
1349,claude_ai,2026-02-05,11-9199,"provide regulatory guidance to departments or development project teams regarding design, development, evaluation, or marketing of products.",0.0097,72.0,0.3056,0.0,0.0,0.0,0.6944
1349,claude_ai,2026-02-05,11-9199,"develop, recommend, or manage security procedures for operations or processes, such as security call centers, system acquisition, development, and maintenance, access control, program models, or reporting tools.",0.0085,60.0,0.7,0.0,0.3,0.0,0.0
1411,claude_ai,2026-02-05,11-9081,develop and implement policies and procedures for the operation of a department or establishment.,0.0177,157.0,0.3885,0.0,0.6115,0.0,0.0
1411,claude_ai,2026-02-05,11-9081,"answer inquiries pertaining to hotel policies and services, and resolve occupants' complaints.",0.0065,47.0,0.6383,0.0,0.0,0.0,0.3617
1412,claude_ai,2026-02-05,11-9051,"assess staffing needs and recruit staff, using methods such as newspaper advertisements or attendance at job fairs.",0.0035,31.0,0.5161,0.0,0.4839,0.0,0.0
1420,claude_ai,2026-02-05,11-1021,"review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",0.0243,223.0,0.4305,0.0,0.3274,0.1076,0.1345
1420,claude_ai,2026-02-05,11-1021,"develop or implement product-marketing strategies, including advertising campaigns or sales promotions.",0.0207,185.0,0.4324,0.0,0.4541,0.0,0.1135
1431,claude_ai,2026-02-05,11-9199,"present investment information, such as product risks, fees, or fund performance statistics.",0.2792,2763.0,0.3985,0.0163,0.135,0.042,0.4083
1431,claude_ai,2026-02-05,11-9199,"identify, investigate, or resolve security breaches.",0.134,1188.0,0.2155,0.3249,0.0749,0.1044,0.2803
1431,claude_ai,2026-02-05,11-9199,monitor financial or operational performance of individual investments to ensure portfolios meet risk goals.,0.0452,449.0,0.3519,0.1114,0.2272,0.1225,0.1871
1431,claude_ai,2026-02-05,11-9199,"evaluate the potential of new product developments or market opportunities, according to factors such as business plans, technologies, or market potential.",0.0362,339.0,0.3245,0.0,0.3304,0.1357,0.2094
1431,claude_ai,2026-02-05,11-9199,"develop or manage integrated security controls to ensure confidentiality, accountability, recoverability, or audit ability of sensitive information, proprietary information, or information technology resources.",0.0255,238.0,0.2395,0.0756,0.2437,0.0,0.4412
1431,claude_ai,2026-02-05,11-9199,"perform or evaluate research, such as detailed company or industry analyses, to inform financial forecasting, decision making, or valuation.",0.0207,187.0,0.5294,0.0,0.2406,0.0,0.2299
1431,claude_ai,2026-02-05,11-9199,"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",0.0205,198.0,0.2374,0.202,0.1313,0.1263,0.303
1431,claude_ai,2026-02-05,11-9199,assess risks to mitigate potential consequences of incidents and develop a plan to respond to incidents.,0.0182,172.0,0.2907,0.0,0.3488,0.1919,0.1686
1431,claude_ai,2026-02-05,11-9199,develop or implement fund investment policies or strategies.,0.0178,159.0,0.3208,0.0,0.4277,0.0,0.2516
1431,claude_ai,2026-02-05,11-9199,identify potential for loss and develop strategies to eliminate it.,0.0177,165.0,0.4,0.0,0.2909,0.1273,0.1818
1431,claude_ai,2026-02-05,11-9199,select specific investments or investment mixes for purchase by an investment fund.,0.0177,147.0,0.517,0.0,0.483,0.0,0.0
1431,claude_ai,2026-02-05,11-9199,review materials such as marketing literature or user manuals to ensure that regulatory agency requirements are met.,0.0115,115.0,0.2087,0.0,0.3391,0.1739,0.2783
1431,claude_ai,2026-02-05,11-9199,"write or review security-related documents, such as incident reports, proposals, and tactical or strategic initiatives.",0.0112,87.0,0.5632,0.0,0.4368,0.0,0.0
1431,claude_ai,2026-02-05,11-9199,"provide regulatory guidance to departments or development project teams regarding design, development, evaluation, or marketing of products.",0.0097,72.0,0.3056,0.0,0.0,0.0,0.6944
1431,claude_ai,2026-02-05,11-9199,"develop, recommend, or manage security procedures for operations or processes, such as security call centers, system acquisition, development, and maintenance, access control, program models, or reporting tools.",0.0085,60.0,0.7,0.0,0.3,0.0,0.0
1439,claude_ai,2026-02-05,11-9199,"present investment information, such as product risks, fees, or fund performance statistics.",0.2792,2763.0,0.3985,0.0163,0.135,0.042,0.4083
1439,claude_ai,2026-02-05,11-9199,"identify, investigate, or resolve security breaches.",0.134,1188.0,0.2155,0.3249,0.0749,0.1044,0.2803
1439,claude_ai,2026-02-05,11-9199,monitor financial or operational performance of individual investments to ensure portfolios meet risk goals.,0.0452,449.0,0.3519,0.1114,0.2272,0.1225,0.1871
1439,claude_ai,2026-02-05,11-9199,"evaluate the potential of new product developments or market opportunities, according to factors such as business plans, technologies, or market potential.",0.0362,339.0,0.3245,0.0,0.3304,0.1357,0.2094
1439,claude_ai,2026-02-05,11-9199,"develop or manage integrated security controls to ensure confidentiality, accountability, recoverability, or audit ability of sensitive information, proprietary information, or information technology resources.",0.0255,238.0,0.2395,0.0756,0.2437,0.0,0.4412
1439,claude_ai,2026-02-05,11-9199,"perform or evaluate research, such as detailed company or industry analyses, to inform financial forecasting, decision making, or valuation.",0.0207,187.0,0.5294,0.0,0.2406,0.0,0.2299
1439,claude_ai,2026-02-05,11-9199,"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",0.0205,198.0,0.2374,0.202,0.1313,0.1263,0.303
1439,claude_ai,2026-02-05,11-9199,assess risks to mitigate potential consequences of incidents and develop a plan to respond to incidents.,0.0182,172.0,0.2907,0.0,0.3488,0.1919,0.1686
1439,claude_ai,2026-02-05,11-9199,develop or implement fund investment policies or strategies.,0.0178,159.0,0.3208,0.0,0.4277,0.0,0.2516
1439,claude_ai,2026-02-05,11-9199,identify potential for loss and develop strategies to eliminate it.,0.0177,165.0,0.4,0.0,0.2909,0.1273,0.1818
1439,claude_ai,2026-02-05,11-9199,select specific investments or investment mixes for purchase by an investment fund.,0.0177,147.0,0.517,0.0,0.483,0.0,0.0
1439,claude_ai,2026-02-05,11-9199,review materials such as marketing literature or user manuals to ensure that regulatory agency requirements are met.,0.0115,115.0,0.2087,0.0,0.3391,0.1739,0.2783
1439,claude_ai,2026-02-05,11-9199,"write or review security-related documents, such as incident reports, proposals, and tactical or strategic initiatives.",0.0112,87.0,0.5632,0.0,0.4368,0.0,0.0
1439,claude_ai,2026-02-05,11-9199,"provide regulatory guidance to departments or development project teams regarding design, development, evaluation, or marketing of products.",0.0097,72.0,0.3056,0.0,0.0,0.0,0.6944
1439,claude_ai,2026-02-05,11-9199,"develop, recommend, or manage security procedures for operations or processes, such as security call centers, system acquisition, development, and maintenance, access control, program models, or reporting tools.",0.0085,60.0,0.7,0.0,0.3,0.0,0.0
2111,claude_ai,2026-02-05,19-2011,review scientific proposals and research papers.,0.0144,140.0,0.2786,0.0,0.2286,0.3143,0.1786
2111,claude_ai,2026-02-05,19-2011,develop and modify astronomy-related programs for public presentation.,0.0132,113.0,0.2566,0.0,0.1504,0.0,0.5929
2111,claude_ai,2026-02-05,19-2011,"calculate orbits and determine sizes, shapes, brightness, and motions of different celestial bodies.",0.011,84.0,0.3452,0.0,0.0,0.0,0.6548
2111,claude_ai,2026-02-05,19-2011,"analyze research data to determine its significance, using computers.",0.0105,66.0,0.4697,0.0,0.0,0.0,0.5303
2111,claude_ai,2026-02-05,19-2011,develop instrumentation and software for astronomical observation and analysis.,0.01,87.0,0.2414,0.1954,0.2414,0.0,0.3218
2111,claude_ai,2026-02-05,19-2012,"perform complex calculations as part of the analysis and evaluation of data, using computers.",0.0093,62.0,1.0,0.0,0.0,0.0,0.0
2111,claude_ai,2026-02-05,19-2011,develop theories based on personal observations or on observations and theories of other astronomers.,0.0091,66.0,0.0,0.0,0.0,0.0,1.0
2111,claude_ai,2026-02-05,19-2012,design computer simulations to model physical data so that it can be better understood.,0.0078,74.0,0.2568,0.2027,0.2703,0.0,0.2703
2111,claude_ai,2026-02-05,19-2011,"study celestial phenomena, using a variety of ground-based and space-borne telescopes and scientific instruments.",0.0047,25.0,0.0,0.0,0.0,0.0,1.0
2111,claude_ai,2026-02-05,19-2011,present research findings at scientific conferences and in papers written for scientific journals.,0.0044,27.0,0.0,0.0,0.0,0.0,1.0
2112,claude_ai,2026-02-05,19-2021,"interpret data, reports, maps, photographs, or charts to predict long- or short-range weather conditions, using computer models and knowledge of climate theory, physics, and mathematics.",0.0207,177.0,0.3277,0.0,0.1186,0.0,0.5537
2112,claude_ai,2026-02-05,19-2021,"gather data from sources such as surface or upper air stations, satellites, weather bureaus, or radar for use in meteorological reports or forecasts.",0.0121,118.0,0.5085,0.1525,0.161,0.0,0.178
2112,claude_ai,2026-02-05,19-2021,"conduct meteorological research into the processes or determinants of atmospheric phenomena, weather, or climate.",0.0074,44.0,0.0,0.0,0.0,0.0,1.0
2112,claude_ai,2026-02-05,19-2021,"prepare weather reports or maps for analysis, distribution, or use in weather broadcasts, using computer graphics.",0.0044,22.0,1.0,0.0,0.0,0.0,0.0
2112,claude_ai,2026-02-05,19-2021,"prepare scientific atmospheric or climate reports, articles, or texts.",0.0042,37.0,0.5946,0.0,0.0,0.0,0.4054
2113,claude_ai,2026-02-05,19-2031,"analyze organic or inorganic compounds to determine chemical or physical properties, composition, structure, relationships, or reactions, using chromatography, spectroscopy, or spectrophotometry techniques.",0.1406,1401.0,0.2305,0.0457,0.1392,0.0764,0.5082
2113,claude_ai,2026-02-05,19-2032,"prepare reports, manuscripts, proposals, and technical manuals for use by other scientists and requestors, such as sponsors and customers.",0.0736,712.0,0.5197,0.0,0.2879,0.0365,0.1559
2113,claude_ai,2026-02-05,19-2032,"perform experiments and computer modeling to study the nature, structure, and physical and chemical properties of metals and their alloys, and their responses to applied forces.",0.021,201.0,0.2239,0.0,0.1692,0.0995,0.5075
2113,claude_ai,2026-02-05,19-2032,confer with customers to determine how to tailor materials to their needs.,0.0116,109.0,0.4495,0.0,0.5505,0.0,0.0
2113,claude_ai,2026-02-05,19-2031,"study effects of various methods of processing, preserving, or packaging on composition or properties of foods.",0.0074,56.0,0.0,0.0,0.0,0.0,1.0
2113,claude_ai,2026-02-05,19-2031,"confer with scientists or engineers to conduct analyses of research projects, interpret test results, or develop nonstandard tests.",0.0052,15.0,0.0,0.0,0.0,0.0,1.0
2113,claude_ai,2026-02-05,19-2032,"test metals to determine conformance to specifications of mechanical strength, strength-weight ratio, ductility, magnetic and electrical properties, and resistance to abrasion, corrosion, heat, and cold.",0.0052,19.0,0.0,0.0,0.0,0.0,1.0
2113,claude_ai,2026-02-05,19-2031,"induce changes in composition of substances by introducing heat, light, energy, or chemical catalysts for quantitative or qualitative analysis.",0.0032,23.0,0.0,0.0,0.0,0.0,1.0
2114,claude_ai,2026-02-05,19-2042,"locate and review research articles or environmental, historical, or technical reports.",0.0814,784.0,0.3992,0.0,0.2028,0.0893,0.3087
2114,claude_ai,2026-02-05,19-2043,"prepare written and oral reports describing research results, using illustrations, maps, appendices, and other information.",0.0324,313.0,0.4888,0.0,0.2364,0.0575,0.2173
2114,claude_ai,2026-02-05,19-2042,"advise construction firms or government agencies on dam or road construction, foundation design, land use, or resource management.",0.005,18.0,0.0,0.0,0.0,0.0,1.0
2114,claude_ai,2026-02-05,19-2043,"review applications for site plans and permits and recommend approval, denial, modification, or further investigative action.",0.005,37.0,0.5135,0.0,0.4865,0.0,0.0
2114,claude_ai,2026-02-05,19-2043,"study and document quantities, distribution, disposition, and development of underground and surface waters.",0.0028,15.0,1.0,0.0,0.0,0.0,0.0
2120,claude_ai,2026-02-05,15-2011,"provide advice to clients on a contract basis, working as a consultant.",0.2515,2451.0,0.1877,0.0428,0.366,0.1065,0.297
2120,claude_ai,2026-02-05,15-2031,prepare management reports defining and evaluating problems and recommending solutions.,0.1078,1077.0,0.324,0.0223,0.5812,0.0409,0.0316
2120,claude_ai,2026-02-05,15-2021,"address the relationships of quantities, magnitudes, and forms through the use of numbers and symbols.",0.1039,1029.0,0.5423,0.0262,0.1088,0.0593,0.2634
2120,claude_ai,2026-02-05,15-2031,"develop business methods and procedures, including accounting systems, file systems, office systems, logistics systems, and production schedules.",0.0877,849.0,0.4158,0.0259,0.47,0.0,0.0883
2120,claude_ai,2026-02-05,15-2031,analyze information obtained from management to conceptualize and define operational problems.,0.0754,717.0,0.3821,0.0265,0.3278,0.0697,0.1939
2120,claude_ai,2026-02-05,19-3022,conduct research to gather information about survey topics.,0.0722,679.0,0.4153,0.0,0.1473,0.0869,0.3505
2120,claude_ai,2026-02-05,15-2041,prepare appropriate formatting to data sets as requested.,0.0667,641.0,0.6817,0.0515,0.2668,0.0,0.0
2120,claude_ai,2026-02-05,15-2041,evaluate sources of information to determine any limitations in terms of reliability or usability.,0.0634,603.0,0.2488,0.0,0.0779,0.408,0.2653
2120,claude_ai,2026-02-05,15-2031,collaborate with senior managers and decision makers to identify and solve a variety of problems and to clarify management objectives.,0.0527,480.0,0.2042,0.075,0.4208,0.1021,0.1979
2120,claude_ai,2026-02-05,15-2041,"prepare data for processing by organizing information, checking for any inaccuracies, and adjusting and weighting the raw data.",0.0448,441.0,0.5601,0.0884,0.2789,0.0363,0.0363
2120,claude_ai,2026-02-05,15-2031,study and analyze information about alternative courses of action to determine which plan will offer the best outcomes.,0.0444,429.0,0.1935,0.0466,0.4033,0.1096,0.2471
2120,claude_ai,2026-02-05,15-2031,"break systems into their component parts, assign numerical values to each component, and examine the mathematical relationships between them.",0.0393,380.0,0.4237,0.3053,0.1,0.0,0.1711
2120,claude_ai,2026-02-05,19-3022,"review, classify, and record survey data in preparation for computer analysis.",0.039,369.0,0.8374,0.0,0.0921,0.0705,0.0
2120,claude_ai,2026-02-05,15-2041,read technical literature and participate in continuing education or professional associations to maintain awareness of current database technology and best practices.,0.0371,344.0,0.0814,0.0,0.0,0.0,0.9186
2120,claude_ai,2026-02-05,19-3022,"prepare and present summaries and analyses of survey data, including tables, graphs, and fact sheets that describe survey techniques and results.",0.0352,328.0,0.689,0.0,0.1463,0.0,0.1646
2131,claude_ai,2026-02-05,19-1029,develop new software applications or customize existing applications to meet specific scientific project needs.,0.2887,2832.0,0.4354,0.1423,0.2828,0.0092,0.1303
2131,claude_ai,2026-02-05,19-1029,"prepare reports, manuscripts, and meeting presentations.",0.0727,720.0,0.3472,0.0361,0.4528,0.0625,0.1014
2131,claude_ai,2026-02-05,19-1013,"communicate research or project results to other professionals or the public or teach related courses, seminars, or workshops.",0.0697,685.0,0.0263,0.0,0.0569,0.0423,0.8745
2131,claude_ai,2026-02-05,19-1021,"prepare reports or recommendations, based upon research outcomes.",0.0537,529.0,0.3251,0.034,0.344,0.1456,0.1512
2131,claude_ai,2026-02-05,19-1022,prepare technical reports and recommendations based upon research outcomes.,0.043,428.0,0.3435,0.0421,0.3645,0.0748,0.1752
2131,claude_ai,2026-02-05,19-1029,"analyze large molecular datasets such as raw microarray data, genomic sequence data, and proteomics data for clinical or basic research purposes.",0.0357,354.0,0.1751,0.2966,0.2571,0.0593,0.2119
2131,claude_ai,2026-02-05,19-1012,study the structure and composition of food or the changes foods undergo in storage and processing.,0.0301,279.0,0.2401,0.0,0.1147,0.0,0.6452
2131,claude_ai,2026-02-05,19-1023,analyze characteristics of animals to identify and classify them.,0.0286,284.0,0.3838,0.0986,0.1232,0.0951,0.2993
2131,claude_ai,2026-02-05,19-1029,"consult with researchers to analyze problems, recommend technology-based solutions, or determine computational strategies.",0.0278,274.0,0.2555,0.0,0.1277,0.0693,0.5474
2131,claude_ai,2026-02-05,19-1029,prepare results of experimental findings for presentation at professional conferences or in scientific journals.,0.0262,262.0,0.3702,0.0611,0.4427,0.0573,0.0687
2131,claude_ai,2026-02-05,19-1022,"examine physiological, morphological, and cultural characteristics, using microscope, to identify and classify microorganisms in human, water, and food specimens.",0.0233,216.0,0.3519,0.0,0.2454,0.0,0.4028
2131,claude_ai,2026-02-05,19-1029,instruct others in the selection and use of bioinformatics tools.,0.0232,216.0,0.1574,0.1065,0.1667,0.0,0.5694
2131,claude_ai,2026-02-05,19-1041,"consult with and advise physicians, educators, researchers, government health officials and others regarding medical applications of sciences, such as physics, biology, and chemistry.",0.0193,161.0,0.0,0.0932,0.0,0.1677,0.7391
2131,claude_ai,2026-02-05,19-1029,"provide statistical and computational tools for biologically based activities such as genetic analysis, measurement of gene expression, and gene function determination.",0.018,151.0,0.3377,0.0,0.2318,0.0,0.4305
2131,claude_ai,2026-02-05,19-1029,"communicate research results through conference presentations, scientific publications, or project reports.",0.0172,157.0,0.0,0.0,0.0,0.1019,0.8981
2132,claude_ai,2026-02-05,19-1013,"communicate research or project results to other professionals or the public or teach related courses, seminars, or workshops.",0.0697,685.0,0.0263,0.0,0.0569,0.0423,0.8745
2132,claude_ai,2026-02-05,25-9021,"advise farmers and demonstrate techniques in areas such as feeding and health maintenance of livestock, growing and harvesting practices, and financial planning.",0.0077,74.0,0.2432,0.0,0.4054,0.0,0.3514
2132,claude_ai,2026-02-05,25-9021,"provide direct assistance to farmers by performing activities such as purchasing or selling products and supplies, supervising properties, and collecting soil and herbage samples for testing.",0.0061,42.0,0.5952,0.0,0.4048,0.0,0.0
2132,claude_ai,2026-02-05,25-9021,maintain records of services provided and the effects of advice given.,0.006,38.0,0.4737,0.0,0.0,0.0,0.5263
2132,claude_ai,2026-02-05,19-1013,"identify or classify species of insects or allied forms, such as mites or spiders.",0.006,43.0,0.4186,0.0,0.0,0.0,0.5814
2132,claude_ai,2026-02-05,25-9021,research information requested by farmers.,0.0051,41.0,0.6098,0.0,0.0,0.0,0.3902
2132,claude_ai,2026-02-05,19-1013,"provide information or recommendations to farmers or other landowners regarding ways in which they can best use land, promote plant growth, or avoid or correct problems such as erosion.",0.004,15.0,0.0,0.0,1.0,0.0,0.0
2132,claude_ai,2026-02-05,25-9021,"prepare and distribute leaflets, pamphlets, and visual aids for educational and informational purposes.",0.0034,31.0,0.5161,0.0,0.4839,0.0,0.0
2133,claude_ai,2026-02-05,19-2041,"plan or develop research models, using knowledge of mathematical and statistical concepts.",0.011,94.0,0.383,0.0,0.3617,0.0,0.2553
2133,claude_ai,2026-02-05,19-2041,examine societal issues and their relationship with both technical systems and the environment.,0.0078,73.0,0.3151,0.0,0.411,0.0,0.274
2133,claude_ai,2026-02-05,19-2041,determine data collection methods to be employed in research projects or surveys.,0.0075,53.0,0.6415,0.0,0.0,0.0,0.3585
2133,claude_ai,2026-02-05,19-1031,"identify or recommend integrated weed and pest management (ipm) strategies, such as resistant plants, cultural or behavioral controls, soil amendments, insects, natural enemies, barriers, or pesticides.",0.0075,67.0,0.3731,0.3134,0.0,0.0,0.3134
2133,claude_ai,2026-02-05,19-2041,"communicate scientific or technical information to the public, organizations, or internal audiences through oral briefings, written documents, workshops, conferences, training sessions, or public hearings.",0.0059,43.0,0.4651,0.0,0.0,0.0,0.5349
2133,claude_ai,2026-02-05,19-2041,"propose new or modified policies involving use of traditional and alternative fuels, transportation of goods, and other factors relating to climate and climate change.",0.0056,39.0,0.0,0.0,0.5128,0.0,0.4872
2133,claude_ai,2026-02-05,19-2041,"collect, synthesize, analyze, manage, and report environmental data, such as pollution emission measurements, atmospheric monitoring measurements, meteorological or mineralogical information, or soil or water samples.",0.0055,26.0,1.0,0.0,0.0,0.0,0.0
2133,claude_ai,2026-02-05,19-2041,"develop, or contribute to the development of, educational or outreach programs on the environment or climate change.",0.0053,44.0,0.4091,0.0,0.5909,0.0,0.0
2133,claude_ai,2026-02-05,19-2041,"prepare study reports, memoranda, briefs, testimonies, or other written materials to inform government or environmental groups on environmental issues such as climate change.",0.0045,37.0,0.4324,0.0,0.5676,0.0,0.0
2133,claude_ai,2026-02-05,19-1031,review grant applications or make funding recommendations.,0.0038,16.0,0.0,0.0,1.0,0.0,0.0
2141,claude_ai,2026-02-05,17-2112,"investigate theoretical or conceptual issues, such as the human design considerations of lunar landers or habitats.",0.0172,155.0,0.1226,0.0,0.1935,0.0,0.6839
2141,claude_ai,2026-02-05,17-2112,"operate testing equipment, such as heat stress meters, octave band analyzers, motion analysis equipment, inclinometers, light meters, velometers, sling psychrometers, or colormetric detection tubes.",0.0075,49.0,0.0,0.0,0.3265,0.0,0.6735
2141,claude_ai,2026-02-05,17-2112,communicate with management and user personnel to develop production and design standards.,0.0043,37.0,0.5676,0.0,0.4324,0.0,0.0
2141,claude_ai,2026-02-05,17-2112,"analyze complex systems to determine potential for further development, production, interoperability, compatibility, or usefulness in a particular area, such as aviation.",0.0039,22.0,0.0,0.0,0.0,0.0,1.0
2141,claude_ai,2026-02-05,17-2112,"confer with clients, vendors, staff, and management personnel regarding purchases, product and production specifications, manufacturing capabilities, or project status.",0.0025,16.0,1.0,0.0,0.0,0.0,0.0
2142,claude_ai,2026-02-05,17-2051,"provide technical advice to industrial or managerial personnel regarding design, construction, or program modifications or structural repairs.",0.0076,49.0,0.0,0.0,0.0,0.0,1.0
2142,claude_ai,2026-02-05,17-2051,"prepare project budgets, schedules, or specifications for labor or materials.",0.0053,37.0,0.0,0.0,1.0,0.0,0.0
2142,claude_ai,2026-02-05,17-2051,"confer with contractors, utility companies, or government agencies to discuss plans, specifications, or work schedules.",0.0043,17.0,0.0,0.0,1.0,0.0,0.0
2142,claude_ai,2026-02-05,17-2051,investigate or test specific construction project materials to determine compliance to specifications or standards.,0.0041,15.0,0.0,0.0,0.0,0.0,1.0
2142,claude_ai,2026-02-05,17-2051,inspect project sites to monitor progress and ensure conformance to design specifications and safety or sanitation standards.,0.0036,15.0,0.0,0.0,1.0,0.0,0.0
2143,claude_ai,2026-02-05,17-2081,"provide administrative support for projects by collecting data, providing project documentation, training staff, or performing other general administrative duties.",0.0129,102.0,0.5686,0.0,0.4314,0.0,0.0
2143,claude_ai,2026-02-05,17-2081,provide technical support on water resource or treatment issues to government agencies.,0.0034,16.0,0.0,0.0,0.0,0.0,1.0
